-36.21715,-77.63764277,1.364007307,12,0,,,,,-35.78415,-77.88764277
-36.19666892,-77.53967339,1.365401842,12,0.1,,,,,-35.76366892,-77.78967339
-36.17632423,-77.44168589,1.366749477,12,0.2,,,,,-35.74332423,-77.69168589
-36.15611124,-77.34368091,1.368050182,12,0.3,,,,,-35.72311124,-77.59368091
-36.13602526,-77.24565904,1.369303925,12,0.4,,,,,-35.70302526,-77.49565904
-36.11606159,-77.14762093,1.370510677,12,0.5,,,,,-35.68306159,-77.39762093
-36.09621555,-77.04956719,1.371670411,12,0.6,,,,,-35.66321555,-77.29956719
-36.07648243,-76.95149843,1.372783102,12,0.7,,,,,-35.64348243,-77.20149843
-36.05685754,-76.85341529,1.373848726,12,0.8,,,,,-35.62385754,-77.10341529
-36.0373362,-76.75531837,1.37486726,12,0.9,,,,,-35.6043362,-77.00531837
-36.0179137,-76.65720831,1.375838685,12,1,,,,,-35.5849137,-76.90720831
-35.99858536,-76.55908573,1.37676298,12,1.1,,,,,-35.56558536,-76.80908573
-35.97934647,-76.46095123,1.377640128,12,1.2,,,,,-35.54634647,-76.71095123
-35.96019236,-76.36280546,1.378470112,12,1.3,,,,,-35.52719236,-76.61280546
-35.94111831,-76.26464902,1.379252916,12,1.4,,,,,-35.50811831,-76.51464902
-35.92211965,-76.16648254,1.379988526,12,1.5,,,,,-35.48911965,-76.41648254
-35.90319168,-76.06830663,1.38067693,12,1.6,,,,,-35.47019168,-76.31830663
-35.8843297,-75.97012193,1.381318114,12,1.7,,,,,-35.4513297,-76.22012193
-35.86552901,-75.87192905,1.381912069,12,1.8,,,,,-35.43252901,-76.12192905
-35.84678494,-75.77372861,1.382458783,12,1.9,,,,,-35.41378494,-76.02372861
-35.82809278,-75.67552123,1.382958248,12,2,,,,,-35.39509278,-75.92552123
-35.80944784,-75.57730754,1.383410456,12,2.1,,,,,-35.37644784,-75.82730754
-35.79084542,-75.47908815,1.383815399,12,2.2,,,,,-35.35784542,-75.72908815
-35.77228084,-75.38086368,1.384173071,12,2.3,,,,,-35.33928084,-75.63086368
-35.7537494,-75.28263477,1.384483466,12,2.4,,,,,-35.3207494,-75.53263477
-35.73524641,-75.18440202,1.38474658,12,2.5,,,,,-35.30224641,-75.43440202
-35.71676717,-75.08616606,1.384962409,12,2.6,,,,,-35.28376717,-75.33616606
-35.69830699,-74.98792751,1.385130948,12,2.7,,,,,-35.26530699,-75.23792751
-35.67986118,-74.88968699,1.385252197,12,2.8,,,,,-35.24686118,-75.13968699
-35.66142504,-74.79144512,1.385326152,12,2.9,,,,,-35.22842504,-75.04144512
-35.64299388,-74.69320253,1.385352813,12,3,,,,,-35.20999388,-74.94320253
-35.624563,-74.59495983,1.38533218,12,3.1,,,,,-35.191563,-74.84495983
-35.60612772,-74.49671765,1.385264252,12,3.2,,,,,-35.17312772,-74.74671765
-35.58768334,-74.3984766,1.385149032,12,3.3,,,,,-35.15468334,-74.6484766
-35.56922517,-74.30023731,1.384986521,12,3.4,,,,,-35.13622517,-74.55023731
-35.55074851,-74.20200039,1.384776722,12,3.5,,,,,-35.11774851,-74.45200039
-35.53224867,-74.10376648,1.384519637,12,3.6,,,,,-35.09924867,-74.35376648
-35.51372096,-74.00553618,1.384215272,12,3.7,,,,,-35.08072096,-74.25553618
-35.49516067,-73.90731013,1.38386363,12,3.8,,,,,-35.06216067,-74.15731013
-35.47656313,-73.80908894,1.383464718,12,3.9,,,,,-35.04356313,-74.05908894
-35.45792364,-73.71087323,1.383018543,12,4,,,,,-35.02492364,-73.96087323
-35.4392375,-73.61266362,1.382525111,12,4.1,,,,,-35.0062375,-73.86266362
-35.42050002,-73.51446074,1.38198443,12,4.2,,,,,-34.98750002,-73.76446074
-35.4017065,-73.41626521,1.381396511,12,4.3,,,,,-34.9687065,-73.66626521
-35.38285226,-73.31807765,1.380761363,12,4.4,,,,,-34.94985226,-73.56807765
-35.36393259,-73.21989867,1.380078997,12,4.5,,,,,-34.93093259,-73.46989867
-35.34494282,-73.1217289,1.379349426,12,4.6,,,,,-34.91194282,-73.3717289
-35.32587823,-73.02356896,1.378572662,12,4.7,,,,,-34.89287823,-73.27356896
-35.30673415,-72.92541947,1.377748719,12,4.8,,,,,-34.87373415,-73.17541947
-35.28750587,-72.82728106,1.376877614,12,4.9,,,,,-34.85450587,-73.07728106
-35.26818871,-72.72915434,1.375959363,12,5,,,,,-34.83518871,-72.97915434
-35.24877796,-72.63103993,1.374993985,12,5.1,,,,,-34.81577796,-72.88103993
